DOI,Title,Abstract,PubYear,Publication Date (print),Volume,Issue,Pagination,Authors Affiliations,Research Organizations - standardized,Times cited,Recent citations,Altmetric,SN Downloads
10.1007/s11134-015-9439-9,Wireless scheduling with partial channel state information: large deviations and optimality,"We consider a server serving a time-slotted queued system of multiple packet-based flows, where not more than one flow can be serviced in a single time slot. The flows have exogenous packet arrivals and time-varying service rates. At each time, the server can observe instantaneous service rates for only a subset of flows (selected from a fixed collection of observable subsets) before scheduling a flow in the subset for service. We are interested in queue length aware scheduling to keep the queues short. The limited availability of instantaneous service rate information requires the scheduler to make a careful choice of which subset of service rates to sample. We develop scheduling algorithms that use only partial service rate information from subsets of channels, and that minimize the likelihood of queue overflow in the system. Specifically, we present a new joint subset-sampling and scheduling algorithm called Max-Exp that uses only the current queue lengths to pick a subset of flows, and subsequently schedules a flow using the Exponential rule. When the collection of observable subsets is disjoint, we show that Max-Exp achieves the best exponential decay rate, among all scheduling algorithms that base their decision on the current (or any finite past history of) system state, of the tail of the longest queue. To accomplish this, we employ novel analytical techniques for studying the performance of scheduling algorithms using partial state, which may be of independent interest. These include new sample-path large deviations results for processes obtained by non-random, predictable sampling of sequences of independent and identically distributed random variables. A consequence of these results is that scheduling with partial state information yields a rate function significantly different from scheduling with full channel information. In the special case when the observable subsets are singleton flows, i.e., when there is effectively no a priori channel state information, Max-Exp reduces to simply serving the flow with the longest queue; thus, our results show that to always serve the longest queue in the absence of any channel state information is large deviations optimal.",2015,2015-08,80,4,293-340,"Gopalan, Aditya (Indian Institute of Science Bangalore); Caramanis, Constantine (The University of Texas at Austin); Shakkottai, Sanjay (The University of Texas at Austin)",The University of Texas at Austin; Indian Institute of Science Bangalore,5,1,,184
10.1007/s11134-015-9455-9,MAP/M/c and M/PH/c queues with constant impatience times,"This paper considers stationary MAP/M/c and M/PH/c queues with constant impatience times. In those queues, waiting customers leave the system without receiving their services if their elapsed waiting times exceed a predefined deterministic threshold. For the MAP/M/c queue with constant impatience times, Choi et al. (Math Oper Res 29:309–325, 2004) derive the virtual waiting time distribution, from which the loss probability and the actual waiting time distribution are obtained. We first refine their result for the virtual waiting time and then derive the stationary queue length distribution. We also discuss the computational procedure for performance measures of interest. Next we consider the stationary M/PH/c queue with constant impatience times and derive the loss probability, the waiting time distribution, and the queue length distribution. Some numerical results are also provided.",2015,2016-04,82,4-Mar,381-420,"Kawanishi, Ken’ichi (Gunma University); Takine, Tetsuya (Osaka University)",Gunma University; Osaka University,4,1,,396
10.1007/s11134-015-9447-9,Concave switching in single-hop and multihop networks,"Switched queueing networks model wireless networks, input-queued switches, and numerous other networked communications systems. We consider an witch policy; these policies provide a generalization of the MaxWeight policies of Tassiulas and Ephremides (IEEE Trans Autom Control 37(12):4936–1948, 1992) and the weighted fair with allocations of Mo and Walrand (IEEE/ACM Trans Netw 8(5):556–567, 2000) which are typically applied to Bandwidth Sharing Networks (Massoulié and Roberts in IEEE/ACM Trans Netw 10(3):320–328, 2002). For single-hop switch networks, we prove the maximum stability property for this class of randomized policies. Thus these policies have the same first-order behavior as the MaxWeight policies. However, for multihop networks some of these generalized polices address a number of critical weakness of the MaxWeight/BackPressure policies. For multihop networks with fixed routing, we consider a policy called the Proportional Scheduler (or (1, log)-policy). In this setting, the BackPressure policy is maximum stable, but must maintain a queue at each node for every route destination, which typically grows rapidly with a network’s size. However, the Proportional Scheduler only needs to maintain a queue for each outgoing link, which is typically bounded in number. As is common with Internet routing, by maintaining per-link queueing, each node only needs to know the next hop for each packet and not its entire route. Further, in contrast to BackPressure, the Proportional Scheduler does not compare downstream queue lengths to determine weights; only local link information is required. This leads to greater potential for decomposed implementations of the policy. Through a reduction argument and an entropy argument, we demonstrate that, while maintaining substantially less queueing overhead, the Proportional Scheduler achieves maximum throughput stability.",2015,2015-11,81,3-Feb,265-299,"Walton, Neil (University of Amsterdam)",University of Amsterdam,4,2,,1410
10.1007/s11134-015-9443-0,Serving content with unknown demand: the high-dimensional regime,"In this paper, we look at content placement in the high-dimensional regime: there are prevents consistent estimation of demand statistics; it models many modern settings where large numbers of users, servers, and videos/webpages interact in this way. We characterize the performance of any scheme that separates learning and placement (i.e., which uses a portion of the demands to gain some estimate of the demand statistics, and then uses the same for the remaining demands), showing it is order-wise strictly suboptimal. We then study a simple adaptive scheme—which myopically attempts to store the most recently requested content on idle servers—and show it outperforms schemes that separate learning and placement. Our results also generalize to the setting where the demand statistics change with time. Overall, our results demonstrate that separating the estimation of demand, and the subsequent use of the same, is strictly suboptimal.",2015,2015-11,81,3-Feb,231-264,"Moharir, Sharayu (The University of Texas at Austin); Ghaderi, Javad (Columbia University); Sanghavi, Sujay (The University of Texas at Austin); Shakkottai, Sanjay (The University of Texas at Austin)",The University of Texas at Austin; Columbia University,3,0,,174
10.1007/s11134-015-9434-1,General hazard-type scaling of abandonment time distribution for a G/Ph/n+GI queue in the Halfin–Whitt heavy-traffic regime,"We consider the diffusion approximation of a G/Ph/n queue with customer abandonment in the Halfin–Whitt heavy-traffic regime and extend the conventional locally Lipschitz hazard-type scaling of abandonment time distribution to a more general scaling in the study. Under that new scaling of abandonment, not only the non-locally Lipschitz hazard-type case such as the non-locally bounded hazard-rate scaling which has never been solved to date, but also a wider range of abandonment time distributions including the non-absolutely continuous ones becomes subject to the analysis of diffusion approximation. Due to the general character of our scaling scheme of abandonment time, the stochastic equation for the limit of C-tight, scaled, and centered customer-count processes contains a nonlinear drift term as the limit of abandonment-count process, which does not satisfy the local Lipschitz condition so that the continuous mapping method in the literature of this area is invalid in our case. Instead, applying the Girsanov transformation to the localized multidimensional equation satisfied by the limit of customer-count process in multiphase of service time, we show the uniqueness in law of the solution to establish the desired diffusion approximation.",2015,2015-06,80,2-Jan,155-195,"Katsuda, Toshiyuki (Kwansei Gakuin University)",Kwansei Gakuin University,3,0,,148
10.1007/s11134-015-9437-y,Perfect and nearly perfect sampling of work-conserving queues,"In this paper, we explore algorithms for perfect and nearly perfect sampling from the stationary distribution of the waiting times in various Poisson arrival multi-class and multi-server queues with non-preemptive work-conserving service disciplines. The service duration distributions of these classes may be identical or may vary from class to class. The algorithms follow the idea of dominated coupling from the past (Kendall, Adv Appl Probab 32:844–865 2000) and are variations on an algorithm of Sigman (J Appl Prob 48A:37–43, 2011). A coupled first come first serve queue is constructed for each work-conserving queue. When the service duration distributions do not vary, we achieve perfect simulation by finding times when the system is known to be totally idle. When the distributions differ, the totally idle times may be impossible to determine exactly, but we can achieve simulations with a specified error limit ",2015,2015-07,80,3,197-222,"Xiong, Yaofei (Western University); Murdoch, Duncan J. (Western University); Stanford, David A. (Western University)",Western University,3,1,,169
10.1007/s11134-015-9467-5,Analysis of generalized QBD queues with matrix-geometrically distributed batch arrivals and services,"In a quasi-birth–death (QBD) queue, the level forward and level backward transitions of a QBD-type Markov chain are interpreted as customer arrivals and services. In the generalized QBD queue considered in this paper, arrivals and services can occur in matrix-geometrically distributed batches. This paper presents the queue length and sojourn time analysis of generalized QBD queues. It is shown that, if the number of phases is N, the number of customers in the system is order-N matrix-geometrically distributed, and the sojourn time is order-matrix-exponentially distributed, just like in the case of classical QBD queues without batches. Furthermore, phase-type representations are provided for both distributions. In the special case of the arrival and service processes being independent, further simplifications make it possible to obtain a more compact, order-N representation for the sojourn time distribution.",2015,2016-04,82,4-Mar,353-380,"Horváth, Gábor (Hungarian Academy of Sciences; Budapest University of Technology and Economics)",Budapest University of Technology and Economics; Hungarian Academy of Sciences,2,0,,316
10.1007/s11134-015-9456-8,The analysis of cyclic stochastic fluid flows with time-varying transition rates,"We consider a stochastic fluid model (SFM) We derive theoretical expressions for the key periodic measures for the analysis of the model, and develop efficient methods for their numerical computation. We illustrate the theory with numerical examples. This work is an extension of the results in Bean et al.  (Stoch. Models 21(1):149–184, 2005) for a standard SFM with time-homogeneous generator, and suggests a possible alternative approach to that developed by Yunan and Whitt (Queueing Syst. 71(4):405–444, 2012).",2015,2016-02,82,2-Jan,43-73,"Margolius, Barbara (Cleveland State University); O’Reilly, Małgorzata M. (University of Tasmania)",University of Tasmania; Cleveland State University,2,0,,211
10.1007/s11134-015-9451-0,Tail asymptotics for delay in a half-loaded GI/GI/2 queue with heavy-tailed job sizes,"We obtain asymptotic bounds for the tail distribution of steady-state waiting time in a two-server queue where each server processes incoming jobs at a rate equal to the rate of their arrivals (that is, the half-loaded regime). The job sizes are taken to be regularly varying. When the incoming jobs have finite variance, there are basically two types of effects that dominate the tail asymptotics. While the quantitative distinction between these two manifests itself only in the slowly varying components, the two effects arise from qualitatively very different phenomena (arrival of one extremely big job or two big jobs). Then there is a phase transition that occurs when the incoming jobs have infinite variance. In that case, only one of these effects dominates the tail asymptotics; the one involving arrival of one extremely big job.",2015,2015-12,81,4,301-340,"Blanchet, Jose (Columbia University); A. Murthy, Karthyek R. (Columbia University)",Columbia University,2,0,1,222
10.1007/s11134-015-9436-z,Perfect sampling of Jackson queueing networks,"We consider open Jackson networks with losses with mixed finite and infinite queues and analyze the efficiency of sampling from their exact stationary distribution. We show that perfect sampling is possible, although the underlying Markov chain may have an infinite state space. The main idea is to use a Jackson network with infinite buffers (that has a product form stationary distribution) to bound the number of initial conditions to be considered in the coupling from the past scheme. We also provide bounds on the sampling time of this new perfect sampling algorithm for acyclic or hyper-stable networks. These bounds show that the new algorithm is considerably more efficient than existing perfect samplers even in the case where all queues are finite. We illustrate this efficiency through numerical experiments. We also extend our approach to variable service times and non-monotone networks such as queueing networks with negative customers.",2015,2015-07,80,3,223-260,"Bušić, Ana (French Institute for Research in Computer Science and Automation); Durand, Stéphane (École Normale Supérieure de Lyon); Gaujal, Bruno (Laboratoire Jean Kuntzmann; French National Centre for Scientific Research; Grenoble Alpes University); Perronnin, Florence (Laboratoire Jean Kuntzmann; French National Centre for Scientific Research; Grenoble Alpes University)",École Normale Supérieure de Lyon; French National Centre for Scientific Research; Grenoble Alpes University; Laboratoire Jean Kuntzmann; French Institute for Research in Computer Science and Automation,2,0,,277
10.1007/s11134-015-9446-x,A coupled processor model with simultaneous arrivals and ordered service requirements,"We study a coupled processor model with simultaneous arrivals. Under the assumption of ordered input, the Laplace–Stieltjes transform of the joint stationary amount of work in the system can be explicitly calculated by relating it to the amount of work in a parallel queueing system without coupling. This relation is first exploited for the system with two coupled queues. The method is then extended to higher dimensions.",2015,2016-02,82,2-Jan,29-42,"Badila, E. S. (Eindhoven University of Technology); Resing, J. A. C. (Eindhoven University of Technology)",Eindhoven University of Technology,1,0,,985
10.1007/s11134-015-9441-2,Stability of longest-queue-first scheduling in linear wireless networks with multihop traffic and one-hop interference,"We consider the stability of the longest-queue-first (LQF) scheduling policy in wireless networks with multihop traffic under the one-hop interference model. Although it is well known that the back-pressure algorithm achieves the maximal stability, its computational complexity is prohibitively high. In this paper, we consider LQF, a low-complexity scheduling algorithm, which has been shown to have near-optimal throughput performance in many networks with single-hop traffic flows. We are interested in the performance of LQF for multihop traffic flows. In this scenario, the coupling between queues due to multihop traffic flows makes the local-pooling-factor analysis difficult to perform. Using the fluid-limit techniques, we show that LQF achieves the maximal stability for linear networks with multihop traffic and a single destination on the boundary of the network under the one-hop interference model.",2015,2015-07,80,3,273-291,"Kang, Xiaohan (Arizona State University); Jaramillo, Juan José (University of Illinois Urbana-Champaign); Ying, Lei (Arizona State University)",Arizona State University; University of Illinois Urbana-Champaign,1,0,,222
10.1007/s11134-015-9459-5,Special Issue: ACM SIGMETRICS 2014,,2015,2015-11,81,3-Feb,97-98,"Lelarge, Marc (); Simatos, Florian (National Higher French Institute of Aeronautics and Space)",National Higher French Institute of Aeronautics and Space,0,0,,968
10.1007/s11134-015-9452-z,Erratum to: Analysis of transient queues with semidefinite optimization,,2015,2015-08,80,4,387-388,,,0,0,,923
10.1007/s11134-015-9440-3,Instability of sharing systems in the presence of retransmissions,"Retransmissions represent a primary failure recovery mechanism on all layers of communication network architecture. Similarly, fair sharing, for example, processor sharing (PS), is a widely accepted approach to resource allocation among multiple users. Recent work has shown that retransmissions in failure-prone, for example, wireless ad hoc, networks can cause heavy tails and long delays. In this paper, we discover a new phenomenon showing that PS-based scheduling induces complete instability with zero throughput in the presence of retransmissions, regardless of how low the traffic load may be. This phenomenon occurs even when the job sizes are bounded/fragmented, for example, deterministic. Our analytical results are further validated via simulation experiments. Moreover, our work demonstrates that scheduling one job at a time, such as first-come-first-serve, achieves a larger stability region and should be preferred in these systems.",2015,2015-11,81,3-Feb,171-202,"Jelenković, Predrag R. (Columbia University); Skiani, Evangelia D. (Columbia University)",Columbia University,0,0,,167
10.1007/s11134-015-9435-0,Approximately optimal scheduling of an M/G/1 queue with heavy tails,"Distributions with a heavy tail are difficult to estimate. If the design of an optimal scheduling policy is sensitive to the details of heavy tail distributions of the service times, an approximately optimal solution is difficult to obtain. This paper shows that the mean optimal scheduling of an M/G/1 queue with heavy tailed service times does not present this difficulty and that an approximately optimal strategy can be derived by truncating the distributions.",2015,2015-07,80,3,261-271,"Kamble, Vijay (University of California, Berkeley); Walrand, Jean (University of California, Berkeley)","University of California, Berkeley",0,0,1,339
10.1007/s11134-016-9485-y,Queueing with redundant requests: exact analysis,"Recent computer systems research has proposed using redundant requests to reduce latency. The idea is to run a request on multiple servers and wait for the first completion (discarding all remaining copies of the request). However, there is no exact analysis of systems with redundancy. This paper presents the first exact analysis of systems with redundancy. We allow for any number of classes of redundant requests, any number of classes of non-redundant requests, any degree of redundancy, and any number of heterogeneous servers. In all cases we derive the limiting distribution of the state of the system. In small (two or three server) systems, we derive simple forms for the distribution of response time of both the redundant classes and non-redundant classes, and we quantify the “gain” to redundant classes and “pain” to non-redundant classes caused by redundancy. We find some surprising results. First, the response time of a fully redundant class follows a simple exponential distribution and that of the non-redundant class follows a generalized hyperexponential. Second, fully redundant classes are “immune” to any pain caused by other classes becoming redundant. We also compare redundancy with other approaches for reducing latency, such as optimal probabilistic splitting of a class among servers (Opt-Split) and join-the-shortest-queue (JSQ) routing of a class. We find that, in many cases, redundancy outperforms JSQ and Opt-Split with respect to overall response time, making it an attractive solution.",2016,2016-08,83,4-Mar,227-259,"Gardner, Kristen (Carnegie Mellon University); Zbarsky, Samuel (Carnegie Mellon University); Doroudi, Sherwin (Carnegie Mellon University); Harchol-Balter, Mor (Carnegie Mellon University); Hyytiä, Esa (University of Iceland); Scheller-Wolf, Alan (Carnegie Mellon University)",Carnegie Mellon University; University of Iceland,37,23,,552
10.1007/s11134-016-9493-y,Comparisons of ticket and standard queues,"Upon arrival to a ticket queue, a customer is offered a slip of paper with a number on it—indicating the order of arrival to the system—and is told the number of the customer currently in service. The arriving customer then chooses whether to take the slip or balk, a decision based on the perceived queue length and associated waiting time. Even after taking a ticket, a customer may abandon the queue, an event that will be unobservable until the abandoning customer would have begun service. In contrast, a standard queue has a physical waiting area so that abandonment is apparent immediately when it takes place and balking is based on the actual queue length at the time of arrival. We prove heavy traffic limit theorems for the generalized ticket and standard queueing processes, discovering that the processes converge together to the same limit, a regulated Ornstein–Uhlenbeck process. One conclusion is that for a highly utilized service system with a relatively patient customer population, the ticket and standard queue performances are asymptotically indistinguishable on the scale typically uncovered under heavy traffic approaches. Next, we heuristically estimate several performance metrics of the ticket queue, some of which are of a sensitivity typically undetectable under diffusion scaling. The estimates are tested using simulation and are shown to be quite accurate under a general collection of parameter settings.",2016,2016-10,84,2-Jan,145-202,,Cornell University,23,10,,426
10.1007/s11134-016-9508-8,Pull-based load distribution among heterogeneous parallel servers: the case of multiple routers,"The model is a service system, consisting of several large server pools. A server’s processing speed and buffer size (which may be finite or infinite) depend on the pool. The input flow of customers is split equally among a fixed number of routers, which must assign customers to the servers immediately upon arrival. We consider an asymptotic regime in which the total customer arrival rate and pool sizes scale to infinity simultaneously, in proportion to a scaling parameter n, while the number of routers remains fixed. We define and study a multi-router generalization of the pull-based customer assignment (routing) algorithm PULL, introduced in Stolyar (Queueing Syst 80(4): 341–361, 2015) for the single-router model. Under the PULL algorithm, when a server becomes idle it sends a “pull-message” to a randomly uniformly selected router; each router operates independently—it assigns an arriving customer to a server according to a randomly uniformly chosen available (at this router) pull-message, if there is any, or to a randomly uniformly selected server in the entire system otherwise. Under Markov assumptions (Poisson arrival process and independent exponentially distributed service requirements), and under subcritical system load, we prove asymptotic optimality of PULL: as n�the steady-state probability of an arriving customer experiencing blocking or waiting vanishes. Furthermore, PULL has an extremely low router–server message exchange rate of one message per customer. These results generalize some of the single-router results in Stolyar 
(2015).",2016,2017-02,85,2-Jan,31-65,"Stolyar, Alexander L. (Lehigh University)",Lehigh University,17,7,,256
10.1007/s11134-016-9497-7,Steady-state analysis of shortest expected delay routing,"We consider a queueing system consisting of two nonidentical exponential servers, where each server has its own dedicated queue and serves the customers in that queue FCFS. Customers arrive according to a Poisson process and join the queue promising the shortest expected delay, which is a natural and near-optimal policy for systems with nonidentical servers. This system can be modeled as an inhomogeneous random walk in the quadrant. By stretching the boundaries of the compensation approach we prove that the equilibrium distribution of this random walk can be expressed as a series of product forms that can be determined recursively. The resulting series expression is directly amenable to numerical calculations and it also provides insight into the asymptotic behavior of the equilibrium probabilities as one of the state coordinates tends to infinity.",2016,2016-12,84,4-Mar,309-354,"Selen, Jori (Eindhoven University of Technology; Eindhoven University of Technology); Adan, Ivo (Eindhoven University of Technology); Kapodistria, Stella (Eindhoven University of Technology); van Leeuwaarden, Johan (Eindhoven University of Technology)",Eindhoven University of Technology,15,6,1,1912
10.1007/s11134-016-9486-x,Stochastic bounds in Fork–Join queueing systems under full and partial mapping,"In a Fork–Join (FJ) queueing system, an upstream fork station splits incoming jobs into N tasks to be further processed by N parallel servers, each with its own queue; the response time of one job is determined, at a downstream join station, by the maximum of the corresponding tasks’ response times. This queueing system is useful to the modeling of multi-service systems subject to synchronization constraints, such as MapReduce clusters or multipath routing. Despite their apparent simplicity, FJ systems are hard to analyze. This paper provides the first computable stochastic bounds on the waiting and response time distributions in FJ systems under full (bijective) and partial (injective) mapping of tasks to servers. We consider four practical scenarios by combining (1a) renewal and (1b) non-renewal arrivals, and (2a) non-blocking and (2b) blocking servers. In the case of non-blocking servers, we prove that delays scale as  the technical explanation is that the resequencing (delay) price starts to quickly dominate the tempting gain due to multipath transmissions.",2016,2016-08,83,4-Mar,261-291,"Rizk, Amr (University of Massachusetts Amherst); Poloczek, Felix (University of Warwick; Technical University of Berlin); Ciucu, Florin (University of Warwick)",University of Warwick; Technical University of Berlin; University of Massachusetts Amherst,13,6,,379
10.1007/s11134-016-9471-4,Dynamic scheduling with reconfiguration delays,"We consider scheduling in networks with interference constraints and reconfiguration delays, which may be incurred when one service schedule is dropped and a distinct service schedule is adopted. Reconfiguration delays occur in a variety of communication settings, such as satellite, optical, or delay-tolerant networks. In the absence of reconfiguration delays it is well known that the celebrated Max-Weight scheduling algorithm guarantees throughput optimality without requiring any knowledge of arrival rates. As we will show, however, the Max-Weight algorithm may fail to achieve throughput optimality in case of nonzero reconfiguration delays. Motivated by the latter issue, we propose a class of adaptive scheduling algorithms which persist with the current schedule until a certain stopping criterion is reached, before switching to the next schedule. While earlier proposed Variable Frame-Based Max-Weight (VFMW) policies belong to this class, we also present Switching-Curve-Based (SCB) policies that are more adaptive to bursts in arrivals. We develop novel Lyapunov drift techniques to prove that this class of algorithms under certain conditions achieves throughput optimality by dynamically adapting the durations of the interswitching intervals. Numerical results demonstrate that these algorithms significantly outperform the ordinary Max-Weight algorithm, and that SCB policies yield a better delay performance than VFMW policies.",2016,2016-06,83,2-Jan,87-129,,Macquarie University; Massachusetts Institute of Technology,12,3,,6664
10.1007/s11134-016-9496-8,A functional central limit theorem for Markov additive arrival processes and its applications to queueing systems,"We prove a functional central limit theorem for Markov additive arrival processes where the modulating Markov process has the transition rate matrix scaled up by  and the mean and variance of the arrival process are scaled up by n. It is applied to an infinite-server queue and a fork–join network with a non-exchangeable synchronization constraint, where in both systems both the arrival and service processes are modulated by a Markov process. We prove functional central limit theorems for the queue length processes in these systems joint with the arrival and departure processes, and characterize the transient and stationary distributions of the limit processes. We also observe that the limit processes possess a stochastic decomposition property.",2016,2016-12,84,4-Mar,381-406,"Lu, Hongyuan (Pennsylvania State University); Pang, Guodong (Pennsylvania State University); Mandjes, Michel (University of Amsterdam; National Research Institute for Mathematics and Computer Science)",National Research Institute for Mathematics and Computer Science; University of Amsterdam; Pennsylvania State University,10,0,,231
10.1007/s11134-016-9484-z,Whittle index approach to size-aware scheduling for time-varying channels with multiple states,"We consider the optimal opportunistic scheduling problem for downlink data traffic in a wireless cell with time-varying channels. The scheduler itself operates at a very fast time scale of milliseconds, but the objective function is related to minimizing the holding costs at a much longer time scale, at the so-called flow level. The Whittle index approach is a powerful tool in this context, since it renders the flow-level optimization problem with heterogeneous users tractable. Until now, this approach has been applied to the opportunistic scheduling problem to generate non-anticipating index policies that may depend on the amount of attained service but do not utilize the exact size information. In this paper, we produce a size-aware (i.e., anticipating) index policy by applying the Whittle index approach in a novel way. By a numerical study based on simulations, we demonstrate that the resulting size-aware index policy systematically improves performance. As a side result, we show that the opportunistic scheduling problem is indexable when the file sizes follow the Pascal distribution, and we derive the corresponding Whittle index, which generalizes earlier results.",2016,2016-08,83,4-Mar,195-225,"Aalto, Samuli (Aalto University); Lassila, Pasi (Aalto University); Osti, Prajwal (Aalto University)",Aalto University,10,3,,281
10.1007/s11134-016-9490-1,Queue-proportional rate allocation with per-link information in multihop wireless networks,"The backpressure scheduling algorithm for multihop wireless networks is known to be throughput optimal, but it requires each node to maintain per-destination queues. Recently, a clever generalization of processor sharing has been proposed which is also throughput optimal, but which only uses per-link queues. Here, we propose another algorithm, called Queue-Proportional Rate Allocation (QPRA), which also only uses per-link queues and allocates service rates to links in proportion to their queue lengths, and employs the Serve-In-Random-Order queueing discipline within each link. Through fluid limit techniques and using a novel Lyapunov function, we show that the QPRA algorithm achieves the maximum throughput. We demonstrate an advantage of QPRA by showing that, for the so-called primary interference model, it is able to develop a low-complexity scheduling scheme which approximates QPRA and achieves a constant fraction of the maximum throughput region, independent of network size.",2016,2016-08,83,4-Mar,329-359,"Li, Bin (University of Illinois Urbana-Champaign); Srikant, R. (University of Illinois Urbana-Champaign)",University of Illinois Urbana-Champaign,9,3,,331
10.1007/s11134-015-9470-x,A large deviations principle for infinite-server queues in a random environment,"This paper studies an infinite-server queue in a random environment, meaning that the arrival rate, the service requirements, and the server work rate are modulated by a general càdlàg stochastic background process. To prove a large deviations principle, the concept of attainable parameters is introduced. Scaling both the arrival rates and the background process, a large deviations principle for the number of jobs in the system is derived using attainable parameters. Finally, some known results about Markov-modulated infinite-server queues are generalized and new results for several background processes and scalings are established in examples.",2016,2016-02,82,2-Jan,199-235,"Jansen, H. M. (University of Amsterdam; Ghent University); Mandjes, M. R. H. (University of Amsterdam); De Turck, K. (University of Paris-Saclay); Wittevrongel, S. (Ghent University)",University of Amsterdam; University of Paris-Saclay; Ghent University,9,5,,1350
10.1007/s11134-016-9505-y,Heavy-traffic limits for an infinite-server fork–join queueing system with dependent and disruptive services,"We study an infinite-server fork–join queueing system with dependent services, which experiences alternating renewal service disruptions. Jobs are forked into a fixed number of parallel tasks upon arrival and processed at the corresponding parallel service stations with multiple servers. Synchronization of a job occurs when its parallel tasks are completed, i.e., non-exchangeable. Service times of the parallel tasks of each job can be correlated, having a general continuous joint distribution function, and moreover, the service vectors of consecutive jobs form a stationary dependent sequence satisfying the strong mixing topology.",2016,2017-02,85,2-Jan,67-115,"Lu, Hongyuan (Pennsylvania State University); Pang, Guodong (Pennsylvania State University)",Pennsylvania State University,8,3,,233
10.1007/s11134-016-9489-7,Dynamic control of a tandem system with abandonments,"The goal of this paper is to provide a model that is an extension of classic scheduling problems for a tandem queueing system by including customer impatience. In such scenarios, the server(s) must balance abandonments from each phase of service with the need to prioritize higher reward customers. This presents an interesting challenge since the trade-off between the cost of abandonments and revenue maximization is not at all clear. As a result of customer abandonments, traditional solution techniques are not available. In particular, uniformization is not possible since the transition rates are unbounded. We do our analysis in continuous time, using the continuous-time Markov decision process framework to discern simple relationships of the value functions depending on the starting state. We then use sample path arguments to analyze the structure of the optimal policy. We provide conditions under which an optimal policy is nonidling and never splits servers (except to avoid idling). We then consider the single-server model as a proxy for the decision problem when there are more customers at each station than there are servers. In this case, we provide conditions under which it is optimal to prioritize each station.",2016,2016-12,84,4-Mar,279-293,"Zayas-Cabán, Gabriel (University of Michigan); Xie, Jingui (University of Science and Technology of China); Green, Linda V. (Columbia University); Lewis, Mark E. (Cornell University)",Columbia University; Cornell University; University of Michigan; University of Science and Technology of China,8,3,,462
10.1007/s11134-016-9482-1,Analysis and computation of the stationary distribution in a special class of Markov chains of level-dependent M/G/1-type and its application to BMAP/M/∞ and BMAP/M/c+M queues,"This paper considers a special class of continuous-time Markov chains of level-dependent M/G/1 type, where block matrices representing downward jumps in the infinitesimal generator are nonsingular. This special class naturally arises in the analysis of BMAP/M/� and BMAP/M/c+M queues are shown.",2016,2016-10,84,2-Jan,49-77,"Takine, Tetsuya (Osaka University)",Osaka University,8,3,,375
10.1007/s11134-015-9469-3,Analytically elegant and computationally efficient results in terms of roots for the GIX/M/c queueing system,"An elegant and simple solution to determine the distributions of queue length at different epochs and the waiting time for the model GIX/M/c  has been extensively analyzed using various techniques by many authors. The purpose of this paper is to present a simple and effective derivation of the analytic solution for pre-arrival epoch probabilities as a linear combination of specific geometric terms (except for the boundary probabilities when the number of servers is greater than the maximum batch size) involving the roots of the underlying characteristic equation. The solution is then leveraged to compute the waiting-time distributions of both first and arbitrary customers of an incoming batch. Numerical examples with various arrival patterns and batch size distributions are also presented. The method that is being proposed here not only gives an alternate solution to the existing methods, but it is also analytically simple, easy to implement, and computationally efficient. It is hoped that the results obtained will prove beneficial to both theoreticians and practitioners.",2016,2016-02,82,2-Jan,237-257,,Royal Military College of Canada,8,6,,210
10.1007/s11134-016-9504-z,Stability of a two-queue cyclic polling system with BMAPs under gated service and state-dependent time-limited service disciplines,"The stability of a cyclic polling system, with a single server and two infinite-buffer queues, is considered. Customers arrive at the two queues according to independent batch Markovian arrival processes. The first queue is served according to the gated service discipline, and the second queue is served according to a state-dependent time-limited service discipline with the preemptive repeat-different property. The state dependence is that, during each cycle, the predetermined limited time of the server’s visit to the second queue depends on the queue length of the first queue at the instant when the server last departed from the first queue. The mean of the predetermined limited time for the second queue either decreases or remains the same as the queue length of the first queue increases. Due to the two service disciplines, the customers in the first queue have higher service priority than the ones in the second queue, and the service fairness of the customers with different service priority levels is also considered. In addition, the switchover times for the server traveling between the two queues are considered, and their means are both positive as well as finite. First, based on two embedded Markov chains at the cycle beginning instants, the sufficient and necessary condition for the stability of the cyclic polling system is obtained. Then, the calculation methods for the variables related to the stability condition are given. Finally, the influence of some parameters on the stability condition of the cyclic polling system is analyzed. The results are useful for engineers not only checking whether the given cyclic polling system is stable, but also adjusting some parameters to make the system satisfy some requirements under the condition that the system is stable.",2016,2017-02,85,2-Jan,117-147,"Cao, Jianyu (Shenzhen University); Xie, Weixin (Shenzhen University)",Shenzhen University,6,3,,438
10.1007/s11134-016-9488-8,Choosing among heterogeneous server clouds,"This paper considers a model of interest in cloud computing applications. We consider a multiserver system consisting of N heterogeneous servers. The servers are categorized into, the servers behave independently. The stationary tail probabilities of server occupancies are obtained from the stationary solution of the mean field. Numerical results suggest that the proposed scheme significantly reduces the average blocking probability compared to static schemes that probabilistically route jobs to servers in proportion to the number of servers of each type. Moreover, the reduction in blocking holds even for systems at high load. For the limiting system in statistical equilibrium, our simulation results indicate that the occupancy distribution is insensitive to the holding time distribution and only depends on its mean.",2016,2017-02,85,2-Jan,29-Jan,"Karthik, A. (University of Waterloo); Mukhopadhyay, Arpan (University of Waterloo); Mazumdar, Ravi R. (University of Waterloo)",University of Waterloo,6,5,,452
